,index,Iso3,StartDate,EndDate,Area,Item Code,Item,Element,Year,Months Code,Months,Value
1563,3533,MYS,01/01/2011,31/01/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7001,January,1150
1564,3534,MYS,01/02/2011,28/02/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7002,February,1000
1565,3535,MYS,01/03/2011,31/03/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7003,March,1150
1566,3536,MYS,01/04/2011,30/04/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7004,April,1150
1567,3537,MYS,01/05/2011,31/05/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7005,May,1400
1568,3538,MYS,01/06/2011,30/06/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7006,June,1950
1569,3539,MYS,01/07/2011,31/07/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7007,July,2150
1570,3540,MYS,01/08/2011,31/08/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7008,August,2200
1571,3541,MYS,01/09/2011,30/09/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7009,September,1500
1572,3542,MYS,01/10/2011,31/10/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7010,October,1500
1573,3543,MYS,01/11/2011,30/11/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7011,November,1500
1574,3544,MYS,01/12/2011,31/12/2011,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2011,7012,December,1500
1575,3545,MYS,01/01/2012,31/12/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7021,Annual value,4250
1576,3546,MYS,01/01/2012,31/01/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7001,January,2150
1577,3547,MYS,01/02/2012,29/02/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7002,February,2150
1578,3548,MYS,01/03/2012,31/03/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7003,March,2150
1579,3549,MYS,01/04/2012,30/04/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7004,April,2900
1580,3550,MYS,01/05/2012,31/05/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7005,May,3600
1581,3551,MYS,01/06/2012,30/06/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7006,June,3500
1582,3552,MYS,01/07/2012,31/07/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7007,July,5350
1583,3553,MYS,01/08/2012,31/08/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7008,August,6000
1584,3554,MYS,01/09/2012,30/09/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7009,September,6000
1585,3555,MYS,01/10/2012,31/10/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7010,October,6000
1586,3556,MYS,01/11/2012,30/11/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7011,November,6000
1587,3557,MYS,01/12/2012,31/12/2012,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2012,7012,December,5550
1588,3558,MYS,01/01/2013,31/12/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7021,Annual value,4050
1589,3559,MYS,01/01/2013,31/01/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7001,January,4200
1590,3560,MYS,01/02/2013,28/02/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7002,February,4450
1591,3561,MYS,01/03/2013,31/03/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7003,March,4500
1592,3562,MYS,01/04/2013,30/04/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7004,April,4500
1593,3563,MYS,01/05/2013,31/05/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7005,May,3450
1594,3564,MYS,01/06/2013,30/06/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7006,June,3600
1595,3565,MYS,01/07/2013,31/07/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7007,July,4000
1596,3566,MYS,01/08/2013,31/08/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7008,August,4000
1597,3567,MYS,01/09/2013,30/09/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7009,September,4000
1598,3568,MYS,01/10/2013,31/10/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7010,October,4000
1599,3569,MYS,01/11/2013,30/11/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7011,November,4000
1600,3570,MYS,01/12/2013,31/12/2013,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2013,7012,December,4000
1601,3571,MYS,01/01/2014,31/12/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7021,Annual value,2700
1602,3572,MYS,01/01/2014,31/01/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7001,January,3250
1603,3573,MYS,01/02/2014,28/02/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7002,February,2900
1604,3574,MYS,01/03/2014,31/03/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7003,March,2900
1605,3575,MYS,01/04/2014,30/04/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7004,April,2900
1606,3576,MYS,01/05/2014,31/05/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7005,May,3050
1607,3577,MYS,01/06/2014,30/06/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7006,June,2900
1608,3578,MYS,01/07/2014,31/07/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7007,July,2900
1609,3579,MYS,01/08/2014,31/08/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7008,August,2450
1610,3580,MYS,01/09/2014,30/09/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7009,September,2300
1611,3581,MYS,01/10/2014,31/10/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7010,October,2300
1612,3582,MYS,01/11/2014,30/11/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7011,November,2200
1613,3583,MYS,01/12/2014,31/12/2014,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2014,7012,December,2200
1614,3584,MYS,01/01/2015,31/01/2015,Malaysia,446,"Maize, green",Producer Price (LCU/tonne),2015,7001,January,3000
1615,3820,MYS,01/01/1993,31/12/1993,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1993,7021,Annual value,4310
1616,3821,MYS,01/01/1994,31/12/1994,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1994,7021,Annual value,4110
1617,3822,MYS,01/01/1995,31/12/1995,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1995,7021,Annual value,4030
1618,3823,MYS,01/01/1996,31/12/1996,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1996,7021,Annual value,4250
1619,3824,MYS,01/01/1997,31/12/1997,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1997,7021,Annual value,4180
1620,3825,MYS,01/01/1998,31/12/1998,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1998,7021,Annual value,4510
1621,3826,MYS,01/01/1999,31/12/1999,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),1999,7021,Annual value,4750
1622,3827,MYS,01/01/2000,31/12/2000,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2000,7021,Annual value,4860
1623,3828,MYS,01/01/2001,31/12/2001,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2001,7021,Annual value,5100
1624,3829,MYS,01/01/2002,31/12/2002,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2002,7021,Annual value,4945
1625,3830,MYS,01/01/2003,31/12/2003,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2003,7021,Annual value,5085
1626,3831,MYS,01/01/2004,31/12/2004,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2004,7021,Annual value,5870
1627,3832,MYS,01/01/2005,31/12/2005,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2005,7021,Annual value,5325
1628,3833,MYS,01/01/2006,31/12/2006,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2006,7021,Annual value,6645
1629,3834,MYS,01/01/2007,31/12/2007,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2007,7021,Annual value,7050
1630,3835,MYS,01/01/2008,31/12/2008,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2008,7021,Annual value,7130
1631,3836,MYS,01/01/2009,31/12/2009,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2009,7021,Annual value,7490
1632,3837,MYS,01/01/2010,31/12/2010,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2010,7021,Annual value,7350
1633,3838,MYS,01/01/2011,31/12/2011,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2011,7021,Annual value,8000
1634,3839,MYS,01/01/2012,31/12/2012,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2012,7021,Annual value,8300
1635,3840,MYS,01/01/2013,31/12/2013,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2013,7021,Annual value,8660
1636,3841,MYS,01/01/2014,31/12/2014,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2014,7021,Annual value,9370
1637,3842,MYS,01/01/2015,31/12/2015,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2015,7021,Annual value,10000
1638,3843,MYS,01/01/2016,31/12/2016,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2016,7021,Annual value,11000
1639,3844,MYS,01/01/2017,31/12/2017,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2017,7021,Annual value,11000
1640,3845,MYS,01/01/2018,31/12/2018,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2018,7021,Annual value,14000
1641,3846,MYS,01/01/2019,31/12/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7021,Annual value,16900
1642,3847,MYS,01/01/2019,31/01/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7001,January,16900
1643,3848,MYS,01/02/2019,28/02/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7002,February,16900
1644,3849,MYS,01/03/2019,31/03/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7003,March,16900
1645,3850,MYS,01/04/2019,30/04/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7004,April,16900
1646,3851,MYS,01/05/2019,31/05/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7005,May,16900
1647,3852,MYS,01/06/2019,30/06/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7006,June,16900
1648,3853,MYS,01/07/2019,31/07/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7007,July,16900
1649,3854,MYS,01/08/2019,31/08/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7008,August,16900
1650,3855,MYS,01/09/2019,30/09/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7009,September,16900
1651,3856,MYS,01/10/2019,31/10/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7010,October,16900
1652,3857,MYS,01/11/2019,30/11/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7011,November,16900
1653,3858,MYS,01/12/2019,31/12/2019,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2019,7012,December,16900
1654,3859,MYS,01/01/2020,31/12/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7021,Annual value,17737
1655,3860,MYS,01/01/2020,31/01/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7001,January,16900
1656,3861,MYS,01/02/2020,29/02/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7002,February,16900
1657,3862,MYS,01/03/2020,31/03/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7003,March,16800
1658,3863,MYS,01/04/2020,30/04/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7004,April,17940
1659,3864,MYS,01/05/2020,31/05/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7005,May,19000
1660,3865,MYS,01/06/2020,30/06/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7006,June,24760
1661,3866,MYS,01/07/2020,31/07/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7007,July,17940
1662,3867,MYS,01/08/2020,31/08/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7008,August,14520
1663,3868,MYS,01/09/2020,30/09/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7009,September,16800
1664,3869,MYS,01/10/2020,31/10/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7010,October,16520
1665,3870,MYS,01/11/2020,30/11/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7011,November,19280
1666,3871,MYS,01/12/2020,31/12/2020,Malaysia,973,"Meat live weight, buffalo",Producer Price (LCU/tonne),2020,7012,December,15480
1667,3957,MYS,01/01/1993,31/12/1993,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1993,7021,Annual value,4700
1668,3958,MYS,01/01/1994,31/12/1994,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1994,7021,Annual value,4240
1669,3959,MYS,01/01/1995,31/12/1995,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1995,7021,Annual value,4160
1670,3960,MYS,01/01/1996,31/12/1996,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1996,7021,Annual value,4280
1671,3961,MYS,01/01/1997,31/12/1997,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1997,7021,Annual value,4700
1672,3962,MYS,01/01/1998,31/12/1998,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1998,7021,Annual value,4640
1673,3963,MYS,01/01/1999,31/12/1999,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),1999,7021,Annual value,4270
1674,3964,MYS,01/01/2000,31/12/2000,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2000,7021,Annual value,4790
1675,3965,MYS,01/01/2001,31/12/2001,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2001,7021,Annual value,4915
1676,3966,MYS,01/01/2002,31/12/2002,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2002,7021,Annual value,5108
1677,3967,MYS,01/01/2003,31/12/2003,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2003,7021,Annual value,5200
1678,3968,MYS,01/01/2004,31/12/2004,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2004,7021,Annual value,6140
1679,3969,MYS,01/01/2005,31/12/2005,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2005,7021,Annual value,5720
1680,3970,MYS,01/01/2006,31/12/2006,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2006,7021,Annual value,6540
1681,3971,MYS,01/01/2007,31/12/2007,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2007,7021,Annual value,7025
1682,3972,MYS,01/01/2008,31/12/2008,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2008,7021,Annual value,7083
1683,3973,MYS,01/01/2009,31/12/2009,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2009,7021,Annual value,7465
1684,3974,MYS,01/01/2010,31/12/2010,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2010,7021,Annual value,7843
1685,3975,MYS,01/01/2011,31/12/2011,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2011,7021,Annual value,8200
1686,3976,MYS,01/01/2012,31/12/2012,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2012,7021,Annual value,9500
1687,3977,MYS,01/01/2013,31/12/2013,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2013,7021,Annual value,10310
1688,3978,MYS,01/01/2014,31/12/2014,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2014,7021,Annual value,12000
1689,3979,MYS,01/01/2015,31/12/2015,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2015,7021,Annual value,12000
1690,3980,MYS,01/01/2016,31/12/2016,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2016,7021,Annual value,12500
1691,3981,MYS,01/01/2017,31/12/2017,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2017,7021,Annual value,12500
1692,3982,MYS,01/01/2018,31/12/2018,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2018,7021,Annual value,15000
1693,3983,MYS,01/01/2019,31/12/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7021,Annual value,13986
1694,3984,MYS,01/01/2019,31/01/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7001,January,14500
1695,3985,MYS,01/02/2019,28/02/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7002,February,14500
1696,3986,MYS,01/03/2019,31/03/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7003,March,14500
1697,3987,MYS,01/04/2019,30/04/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7004,April,14600
1698,3988,MYS,01/05/2019,31/05/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7005,May,13200
1699,3989,MYS,01/06/2019,30/06/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7006,June,13300
1700,3990,MYS,01/07/2019,31/07/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7007,July,13980
1701,3991,MYS,01/08/2019,31/08/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7008,August,13875
1702,3992,MYS,01/09/2019,30/09/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7009,September,13875
1703,3993,MYS,01/10/2019,31/10/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7010,October,13875
1704,3994,MYS,01/11/2019,30/11/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7011,November,13875
1705,3995,MYS,01/12/2019,31/12/2019,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2019,7012,December,13750
1706,3996,MYS,01/01/2020,31/12/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7021,Annual value,16066
1707,3997,MYS,01/01/2020,31/01/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7001,January,15310
1708,3998,MYS,01/02/2020,29/02/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7002,February,15000
1709,3999,MYS,01/03/2020,31/03/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7003,March,17000
1710,4000,MYS,01/04/2020,30/04/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7004,April,17150
1711,4001,MYS,01/05/2020,31/05/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7005,May,18620
1712,4002,MYS,01/06/2020,30/06/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7006,June,18620
1713,4003,MYS,01/07/2020,31/07/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7007,July,17150
1714,4004,MYS,01/08/2020,31/08/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7008,August,15310
1715,4005,MYS,01/09/2020,30/09/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7009,September,14860
1716,4006,MYS,01/10/2020,31/10/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7010,October,15000
1717,4007,MYS,01/11/2020,30/11/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7011,November,13910
1718,4008,MYS,01/12/2020,31/12/2020,Malaysia,945,"Meat live weight, cattle",Producer Price (LCU/tonne),2020,7012,December,14860
1719,4094,MYS,01/01/1993,31/12/1993,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1993,7021,Annual value,2620
1720,4095,MYS,01/01/1994,31/12/1994,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1994,7021,Annual value,2980
1721,4096,MYS,01/01/1995,31/12/1995,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1995,7021,Annual value,2790
1722,4097,MYS,01/01/1996,31/12/1996,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1996,7021,Annual value,2720
1723,4098,MYS,01/01/1997,31/12/1997,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1997,7021,Annual value,2780
1724,4099,MYS,01/01/1998,31/12/1998,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1998,7021,Annual value,3230
1725,4100,MYS,01/01/1999,31/12/1999,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),1999,7021,Annual value,3200
1726,4101,MYS,01/01/2000,31/12/2000,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2000,7021,Annual value,3100
1727,4102,MYS,01/01/2001,31/12/2001,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2001,7021,Annual value,3070
1728,4103,MYS,01/01/2002,31/12/2002,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2002,7021,Annual value,2880
1729,4104,MYS,01/01/2003,31/12/2003,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2003,7021,Annual value,3130
1730,4105,MYS,01/01/2004,31/12/2004,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2004,7021,Annual value,3230
1731,4106,MYS,01/01/2005,31/12/2005,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2005,7021,Annual value,3760
1732,4107,MYS,01/01/2006,31/12/2006,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2006,7021,Annual value,3560
1733,4108,MYS,01/01/2007,31/12/2007,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2007,7021,Annual value,3750
1734,4109,MYS,01/01/2008,31/12/2008,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2008,7021,Annual value,4150
1735,4110,MYS,01/01/2009,31/12/2009,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2009,7021,Annual value,4050
1736,4111,MYS,01/01/2010,31/12/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7021,Annual value,4250
1737,4112,MYS,01/01/2010,31/01/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7001,January,4050
1738,4113,MYS,01/02/2010,28/02/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7002,February,3950
1739,4114,MYS,01/03/2010,31/03/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7003,March,4150
1740,4115,MYS,01/04/2010,30/04/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7004,April,4100
1741,4116,MYS,01/05/2010,31/05/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7005,May,4200
1742,4117,MYS,01/06/2010,30/06/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7006,June,4350
1743,4118,MYS,01/07/2010,31/07/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7007,July,4250
1744,4119,MYS,01/08/2010,31/08/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7008,August,4450
1745,4120,MYS,01/09/2010,30/09/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7009,September,4400
1746,4121,MYS,01/10/2010,31/10/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7010,October,4450
1747,4122,MYS,01/11/2010,30/11/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7011,November,4300
1748,4123,MYS,01/12/2010,31/12/2010,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2010,7012,December,4150
1749,4124,MYS,01/01/2011,31/12/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7021,Annual value,4750
1750,4125,MYS,01/01/2011,31/01/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7001,January,4450
1751,4126,MYS,01/02/2011,28/02/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7002,February,4650
1752,4127,MYS,01/03/2011,31/03/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7003,March,4700
1753,4128,MYS,01/04/2011,30/04/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7004,April,4650
1754,4129,MYS,01/05/2011,31/05/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7005,May,4650
1755,4130,MYS,01/06/2011,30/06/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7006,June,4900
1756,4131,MYS,01/07/2011,31/07/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7007,July,4900
1757,4132,MYS,01/08/2011,31/08/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7008,August,4700
1758,4133,MYS,01/09/2011,30/09/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7009,September,5150
1759,4134,MYS,01/10/2011,31/10/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7010,October,5150
1760,4135,MYS,01/11/2011,30/11/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7011,November,4800
1761,4136,MYS,01/12/2011,31/12/2011,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2011,7012,December,4350
1762,4137,MYS,01/01/2012,31/12/2012,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2012,7021,Annual value,4400
1763,4138,MYS,01/01/2012,31/01/2012,Malaysia,1095,"Meat live weight, chicken",Producer Price (LCU/tonne),2012,7001,January,4500
